informacoes_profissionais.nivel_profissional,formacao_e_idiomas.nivel_academico,formacao_e_idiomas.nivel_ingles,perfil_vaga.nivel profissional,perfil_vaga.nivel_academico,perfil_vaga.nivel_ingles,informacoes_profissionais.area_atuacao,perfil_vaga.areas_atuacao,informacoes_basicas.tipo_contratacao,match_nivel_profissional,match_nivel_academico,match_nivel_ingles,match_area_atuacao
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,hunting,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - desenvolvimento/programação-,clt full,0,0,0,0
,ensino superior completo,avançado,sênior,ensino superior completo,nenhum,ti - desenvolvimento/programação,ti - desenvolvimento/programação-,clt full,0,1,0,0
,,,pleno,ensino superior completo,avançado,,ti - projetos-,clt full,0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - projetos-,pj/autônomo,0,0,0,0
,ensino superior completo,avançado,analista,ensino superior completo,básico,financeira/controladoria,ti - projetos-,"clt full, pj/autônomo",0,1,0,0
,ensino superior completo,básico,sênior,ensino médio completo,fluente,"ti - infraestrutura, ti - processos e negócios, ti - projetos, ti - sistemas e ferramentas, ti - suporte, ti - telecom",administrativa-,hunting,0,0,0,0
,,,sênior,ensino superior cursando,básico,,ti - desenvolvimento/programação-,"clt full, cooperado, pj/autônomo",0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - projetos-,hunting,0,0,0,0
,,,júnior,ensino médio completo,nenhum,,administrativa-,clt full,0,0,0,0
,ensino superior cursando,avançado,analista,ensino superior completo,básico,ti - desenvolvimento/programação,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,intermediário,,ti - desenvolvimento/programação-,clt full,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - projetos-,pj/autônomo,0,0,0,0
,pós graduação cursando,avançado,sênior,ensino médio completo,avançado,recursos humanos,gestão e alocação de recursos de ti-,pj/autônomo,0,0,1,0
,,,sênior,ensino superior completo,nenhum,,ti - projetos-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,analista,ensino superior completo,avançado,,ti - sap-,"pj/autônomo, clt full",0,0,0,0
,,,analista,ensino superior completo,avançado,,ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino médio completo,avançado,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,pós graduação completo,avançado,analista,ensino superior completo,básico,administrativa,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,pós graduação completo,básico,gerente,ensino superior completo,básico,ti - governança,ti - projetos-,hunting,0,0,1,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - infraestrutura-,pj/autônomo,0,0,0,0
,ensino superior completo,básico,sênior,ensino superior completo,fluente,ti - sap,ti - sap-,pj/autônomo,0,1,0,0
,pós graduação completo,avançado,sênior,ensino superior completo,básico,ti - arquitetura,ti - sap-,"pj/autônomo, clt full",0,0,0,0
,,,pleno,ensino médio completo,avançado,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,ensino superior completo,,pleno,ensino superior completo,técnico,,ti - sap-,pj/autônomo,0,1,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,sênior,ensino médio completo,avançado,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,sênior,ensino médio completo,fluente,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,sênior,ensino médio completo,avançado,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,ensino superior completo,avançado,sênior,ensino superior completo,fluente,"ti - governança, ti - infraestrutura, ti - projetos, ti - sistemas e ferramentas, ti - suporte, ti - telecom",gestão e alocação de recursos de ti-ti - infraestrutura-,pj/autônomo,0,1,0,0
,,,analista,ensino superior completo,intermediário,,recursos humanos-,clt cotas,0,0,0,0
,ensino superior cursando,nenhum,analista,ensino superior completo,intermediário,"administrativa, recursos humanos",recursos humanos-,clt full,0,0,0,0
,,,sênior,ensino médio completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,pleno,ensino superior completo,avançado,,ti - projetos-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - projetos-,"clt full, cooperado, pj/autônomo",0,0,0,0
,mestrado incompleto,intermediário,sênior,ensino superior completo,básico,ti - sap,ti - sap-,"clt full, pj/autônomo",0,0,0,0
,pós graduação completo,básico,sênior,ensino superior completo,fluente,ti - projetos,ti - sap-,pj/autônomo,0,0,0,0
,,,assistente,ensino superior incompleto,nenhum,,administrativa-,clt full,0,0,0,0
,,,pleno,ensino superior completo,avançado,,ti - projetos-,pj/autônomo,0,0,0,0
,pós graduação completo,fluente,sênior,ensino superior completo,técnico,administrativa,ti - projetos-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,"pj/autônomo, cooperado",0,0,0,0
,,,pleno,ensino superior completo,nenhum,,gestão e alocação de recursos de ti-ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - sistemas e ferramentas-,,0,0,0,0
,pós graduação completo,fluente,analista,ensino superior completo,fluente,financeira/controladoria,ti - projetos-,"clt full, pj/autônomo",0,0,1,0
,,,especialista,ensino superior completo,básico,,ti - sap-,"clt full, pj/autônomo",0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,pj/autônomo,0,0,0,0
,ensino superior completo,avançado,assistente,ensino médio completo,nenhum,administrativa,ti - projetos-,clt full,0,0,0,0
,,,analista,ensino superior completo,intermediário,,ti - desenvolvimento/programação-,clt full,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - projetos-,pj/autônomo,0,0,0,0
,,,assistente,ensino médio completo,nenhum,,administrativa-recursos humanos-,clt full,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,pleno,ensino técnico completo,básico,,gestão e alocação de recursos de ti-,hunting,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - sistemas e ferramentas-,clt full,0,0,0,0
,,,sênior,ensino superior cursando,fluente,,ti - projetos-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - sap-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,"pj/autônomo, clt full",0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,ensino superior completo,,sênior,ensino superior completo,intermediário,,ti - sap-,,0,1,0,0
,ensino superior cursando,intermediário,analista,ensino superior completo,básico,ti - suporte,ti - projetos-,pj/autônomo,0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-ti - infraestrutura-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,"clt cotas, cooperado",0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,"clt full, pj/autônomo",0,0,0,0
,,,analista,ensino superior completo,fluente,,ti - sap-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - projetos-,hunting,0,0,0,0
,ensino superior completo,básico,analista,ensino superior completo,básico,ti - desenvolvimento/programação,ti - desenvolvimento/programação-,clt full,0,1,1,0
,pós graduação completo,básico,analista,ensino superior completo,básico,ti - projetos,ti - sap-,pj/autônomo,0,0,1,0
,ensino superior completo,nenhum,analista,ensino superior completo,básico,administrativa,ti - projetos-,"pj/autônomo, clt full",0,1,0,0
,pós graduação cursando,intermediário,sênior,ensino superior completo,nenhum,ti - desenvolvimento/programação,ti - desenvolvimento/programação-,hunting,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - projetos-,pj/autônomo,0,0,0,0
,ensino superior completo,fluente,analista,ensino superior completo,fluente,ti - sap,ti - sap-,"clt full, pj/autônomo",0,1,1,0
,,,sênior,ensino superior completo,intermediário,,ti - arquitetura-,,0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - projetos-,"cooperado, pj/autônomo",0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,pj/autônomo,0,0,0,0
,,,pleno,ensino superior completo,nenhum,,ti - projetos-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,fluente,,ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino médio completo,nenhum,,ti - projetos-,cooperado,0,0,0,0
,,,gerente,ensino superior completo,avançado,,ti - projetos-,clt full,0,0,0,0
,,,júnior,ensino médio completo,nenhum,,administrativa-,clt full,0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - projetos-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - sap-,"pj/autônomo, clt full",0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,ensino superior completo,,analista,ensino superior completo,básico,,ti - sap-,"pj/autônomo, clt full",0,1,0,0
,ensino superior completo,intermediário,pleno,ensino técnico completo,nenhum,recursos humanos,gestão e alocação de recursos de ti-,clt cotas,0,0,0,0
,ensino superior completo,avançado,pleno,ensino superior completo,básico,"financeira/controladoria, ti - sap",ti - sap-,pj/autônomo,0,1,0,0
,ensino superior completo,intermediário,sênior,ensino médio completo,nenhum,ti - desenvolvimento/programação,gestão e alocação de recursos de ti-,cooperado,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - sap-,clt full,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - sap-,"pj/autônomo, clt full",0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,nenhum,,administrativa-,clt full,0,0,0,0
,pós graduação completo,avançado,gerente,ensino superior completo,avançado,"ti - infraestrutura, ti - telecom",ti - projetos-,hunting,0,0,1,0
,pós graduação completo,,analista,ensino superior completo,fluente,,ti - projetos-,hunting,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - projetos-,cooperado,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,pj/autônomo,0,0,0,0
,ensino superior completo,avançado,sênior,ensino superior completo,nenhum,ti - desenvolvimento/programação,ti - sap-,pj/autônomo,0,1,0,0
,ensino superior completo,intermediário,pleno,ensino superior completo,básico,ti - desenvolvimento/programação,ti - desenvolvimento/programação-,clt cotas,0,1,0,0
,,,pleno,ensino superior completo,nenhum,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - desenvolvimento/programação-,,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - projetos-,pj/autônomo,0,0,0,0
,,,pleno,ensino superior completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,fluente,,ti - projetos-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,intermediário,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,ensino superior completo,intermediário,pleno,ensino superior completo,nenhum,ti - desenvolvimento/programação,ti - desenvolvimento/programação-,clt full,0,1,0,0
,,,sênior,ensino superior completo,nenhum,,ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,avançado,,novos negócios e parcerias-,hunting,0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,sênior,ensino superior incompleto,avançado,,ti - sap-,clt full,0,0,0,0
,,,sênior,ensino superior completo,intermediário,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,clt full,0,0,0,0
,,,pleno,ensino superior cursando,nenhum,,ti - desenvolvimento/programação-,hunting,0,0,0,0
,,,pleno,ensino superior completo,fluente,,ti - suporte-,clt full,0,0,0,0
,ensino superior completo,intermediário,pleno,ensino superior completo,nenhum,ti - infraestrutura,ti - projetos-,hunting,0,1,0,0
,,,sênior,ensino superior completo,fluente,,ti - sap-,hunting,0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - sap-,pj/autônomo,0,0,0,0
,pós graduação completo,avançado,pleno,ensino técnico completo,nenhum,ti - sap,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,"clt full, pj/autônomo",0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - desenvolvimento/programação-,clt full,0,0,0,0
,,,sênior,ensino superior incompleto,intermediário,,ti - sap-,pj/autônomo,0,0,0,0
,,,pleno,ensino médio completo,nenhum,,administrativa-,cooperado,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,técnico,,ti - projetos-,pj/autônomo,0,0,0,0
,pós graduação completo,avançado,sênior,ensino superior completo,nenhum,ti - sap,ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - projetos-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,intermediário,,ti - projetos-,"pj/autônomo, cooperado",0,0,0,0
,pós graduação completo,básico,sênior,ensino superior completo,básico,ti - processos e negócios,ti - projetos-,"cooperado, pj/autônomo",0,0,1,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,hunting,0,0,0,0
,,,júnior,ensino médio completo,nenhum,,administrativa-,clt full,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - projetos-,pj/autônomo,0,0,0,0
,,intermediário,pleno,ensino técnico completo,nenhum,ti - desenvolvimento/programação,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,sênior,ensino médio completo,nenhum,,ti - processos e negócios-,pj/autônomo,0,0,0,0
,ensino superior completo,básico,sênior,ensino médio completo,nenhum,ti - projetos,administrativa-,clt cotas,0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,ensino superior completo,fluente,gerente,ensino superior completo,básico,ti - projetos,ti - projetos-,"clt full, pj/autônomo",0,1,0,0
,pós graduação completo,,sênior,ensino superior completo,nenhum,,gestão e alocação de recursos de ti-ti - sap-,pj/autônomo,0,0,0,0
,pós graduação completo,intermediário,sênior,ensino superior completo,nenhum,"ti - arquitetura, ti - banco de dados, ti - desenvolvimento/design, ti - desenvolvimento/mobile, ti - desenvolvimento/programação, ti - governança, ti - processos e negócios, ti - projetos, ti - sap, ti - sistemas e ferramentas, ti - suporte, ti - ux",gestão e alocação de recursos de ti-ti - sap-,pj/autônomo,0,0,0,0
,,,pleno,ensino superior completo,técnico,,ti - projetos-,hunting,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,sênior,ensino superior completo,intermediário,,ti - projetos-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - projetos-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,pj/autônomo,0,0,0,0
,,,pleno,ensino técnico completo,intermediário,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,clt full,0,0,0,0
,,,pleno,ensino superior completo,intermediário,,relacionamento técnico-,,0,0,0,0
,,,assistente,ensino superior incompleto,básico,,administrativa-,clt full,0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,intermediário,,ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino médio completo,nenhum,,administrativa-,pj/autônomo,0,0,0,0
,ensino superior completo,intermediário,sênior,ensino médio completo,nenhum,ti - desenvolvimento/programação,administrativa-,cooperado,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,avançado,,marketing-,"clt full, clt cotas, pj/autônomo",0,0,0,0
,,,assistente,ensino médio completo,nenhum,,administrativa-,clt full,0,0,0,0
